-4.750010,76.850150,76.866820,0.000000,-1.000000,0.000000,0.000000,10.000000,25.085530,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.886932
-4.733343,76.850150,76.883480,0.000000,-1.000000,0.000000,0.000000,15.000000,23.235110,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.269241
-4.716677,76.850150,76.900150,0.000000,-1.000000,0.000000,0.000000,15.000000,23.218280,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.144683
-4.700010,76.850150,76.916820,0.000000,-1.000000,0.000000,0.000000,15.000000,23.201280,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.402293
-4.683343,76.850150,76.933490,0.000000,-1.000000,0.000000,0.000000,15.000000,23.184110,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.225442
-4.666677,76.850150,76.950160,0.000000,-1.000000,0.000000,0.000000,15.000000,23.166790,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.561095
-4.650010,76.850150,76.966820,0.000000,-1.000000,0.000000,0.000000,15.000000,23.149310,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.890639
-4.633343,76.850150,76.983490,0.000000,-1.000000,0.000000,0.000000,15.000000,23.131670,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.863889
-4.616676,76.850150,77.000150,0.000000,-1.000000,0.000000,0.000000,15.000000,23.113870,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.822904
-4.600010,76.850150,77.016820,0.000000,-1.000000,0.000000,0.000000,15.000000,23.095910,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.216480
-4.583343,76.850150,77.033490,0.000000,-1.000000,0.000000,0.000000,15.000000,23.077810,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.834020
-4.566676,76.850150,77.050160,0.000000,-1.000000,0.000000,0.000000,15.000000,23.059550,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.530413
-4.550010,76.850150,77.066820,0.000000,-1.000000,0.000000,0.000000,15.000000,23.041130,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.910641
-4.533343,76.850150,77.083490,0.000000,-1.000000,0.000000,0.000000,15.000000,23.022570,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.629529
-4.516676,76.850150,77.100150,0.000000,-1.000000,0.000000,0.000000,15.000000,23.003870,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.109541
-4.500010,76.850150,77.116820,0.000000,-1.000000,0.000000,0.000000,15.000000,22.985010,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.662254
-4.483343,76.850150,77.133480,0.000000,-1.000000,0.000000,0.000000,15.000000,22.966010,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.513892
-4.466676,76.850150,77.150150,0.000000,-1.000000,0.000000,0.000000,15.000000,22.946870,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.726992
